"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Ben Braymer","WSN","1","0","0","3","1","7.1","9.82","6.14","0.00",".333","91.7%","28.6%","0.0%","1.23","3.82","3.06","5.16","0.2","0","7","1","1","0","5","0","0","8","6","8","7",".241","1.64",".333","91.7%","0.75","33.3%","28.6%","38.1%","0.0%","0.0%","53.9%","","","23.7%","22.4%","","25.7%","62.7%","38.2%","65.4%","93.8%","81.0%","33.6%","7.2%","0","23.5%","14.7%","5.22","90.4","19.3","0.0%","104.5","47.6%","23.7%","20175"
"James Hoyt","MIA","2","0","0","24","0","14.2","12.27","4.91","0.61",".250","96.4%","39.4%","7.1%","1.23","3.82","3.19","4.15","0.3","0","9","2","2","1","8","1","2","20","13","14","6",".170","1.16",".250","96.4%","0.93","18.2%","39.4%","42.4%","21.4%","7.1%","30.7%","67.2%","","","","2.0%","38.7%","61.7%","47.5%","53.4%","81.0%","67.2%","38.5%","15.6%","5","32.3%","12.9%","3.71","87.7","14.8","12.1%","112.9","36.4%","31.6%","14605"
"Cesar Valdez","BAL","1","1","3","9","0","14.1","7.53","1.88","0.00",".184","70.0%","52.6%","0.0%","1.26","3.04","2.14","3.62","0.5","0","7","3","2","0","3","0","1","12","20","11","7",".140","0.70",".184","70.0%","1.82","18.4%","52.6%","28.9%","0.0%","0.0%","15.7%","1.0%","","","83.2%","","34.0%","62.4%","46.6%","50.0%","86.8%","71.9%","44.5%","13.1%","0","22.6%","5.7%","3.58","89.3","5.7","2.6%","111.6","31.6%","30.9%","9013"
"Miguel Yajure","NYY","0","0","0","3","0","7.0","10.29","6.43","1.29",".143","100.0%","40.0%","14.3%","1.29","6.04","5.33","5.41","0.0","0","3","1","1","1","5","1","1","8","6","7","2",".130","1.14",".143","100.0%","0.86","13.3%","40.0%","46.7%","0.0%","14.3%","34.7%","","17.7%","21.0%","26.6%","","26.7%","79.6%","47.6%","80.0%","82.1%","81.4%","39.5%","8.9%","0","27.6%","17.2%","4.87","94.6","14.9","13.3%","108.2","73.3%","19.4%","21111"
"Tanner Scott","BAL","0","0","1","25","0","20.2","10.02","4.35","0.44",".224","84.7%","58.0%","8.3%","1.31","3.53","3.48","3.97","0.4","1","12","5","3","1","10","3","4","23","29","12","9",".164","1.06",".224","84.7%","2.42","18.0%","58.0%","24.0%","0.0%","8.3%","61.2%","38.8%","","","","","24.0%","65.8%","42.0%","51.1%","74.5%","66.9%","43.2%","13.9%","5","26.7%","11.6%","3.85","85.1","4.4","4.0%","105.4","30.0%","30.7%","17586"
"Victor Gonzalez","LAD","3","0","0","15","1","20.1","10.18","0.89","0.00",".250","83.3%","69.2%","0.0%","1.33","2.04","1.67","2.71","0.6","0","13","3","3","0","2","3","2","23","36","11","5",".173","0.74",".250","83.3%","3.27","9.6%","69.2%","21.2%","0.0%","0.0%","62.8%","35.9%","","","1.4%","","40.1%","62.7%","49.3%","49.3%","86.5%","68.5%","40.7%","15.5%","2","28.8%","2.5%","2.21","86.8","-2.4","0.0%","113.8","42.3%","34.5%","16408"
"Sean Reid-Foley","TOR","1","0","0","5","0","6.2","8.10","8.10","0.00",".167","66.7%","61.1%","0.0%","1.35","2.88","4.09","5.83","0.1","0","3","3","1","0","6","0","0","6","11","6","1",".125","1.35",".167","66.7%","1.83","5.6%","61.1%","33.3%","50.0%","0.0%","61.7%","30.8%","1.5%","","6.0%","","34.1%","69.0%","45.1%","61.3%","82.8%","71.7%","31.6%","12.8%","0","20.0%","20.0%","6.04","88.0","14.7","0.0%","110.7","33.3%","23.3%","17034"
"Jose Alvarez","PHI","0","0","0","8","0","6.1","8.53","4.26","0.00",".389","90.0%","50.0%","0.0%","1.42","5.34","2.72","3.63","0.1","0","7","1","1","0","3","0","0","6","9","3","6",".292","1.58",".389","90.0%","3.00","33.3%","50.0%","16.7%","0.0%","0.0%","53.5%","12.4%","11.6%","","22.5%","","41.9%","65.1%","49.6%","69.4%","82.1%","75.0%","33.3%","12.4%","1","22.2%","11.1%","4.18","86.3","2.8","5.6%","105.5","38.9%","24.8%","5358"
"Drew Pomeranz","SDP","1","0","4","20","0","18.2","13.98","4.82","0.48",".242","90.9%","47.1%","6.3%","1.45","1.83","2.39","3.34","0.8","1","9","3","3","1","10","0","0","29","16","16","2",".143","1.02",".242","90.9%","1.00","5.9%","47.1%","47.1%","18.8%","6.3%","79.6%","","","20.4%","","","25.1%","74.3%","46.4%","47.8%","79.8%","70.0%","43.3%","13.9%","9","39.7%","13.7%","3.11","86.7","15.8","2.9%","103.7","29.4%","31.0%","11426"
"Riley Smith","ARI","2","0","0","6","0","18.1","8.84","2.45","0.49",".304","91.4%","47.8%","6.7%","1.47","2.68","2.76","3.62","0.3","0","15","3","3","1","5","0","0","18","22","15","9",".231","1.09",".304","91.4%","1.47","19.6%","47.8%","32.6%","6.7%","6.7%","62.4%","19.6%","","16.4%","1.6%","","18.9%","62.6%","40.4%","87.5%","88.3%","88.1%","49.2%","4.8%","0","25.7%","7.1%","3.57","87.1","10.7","2.1%","110.5","27.7%","31.2%","19826"
"Patrick Murphy","TOR","0","0","0","4","0","6.0","7.50","3.00","0.00",".333","87.5%","44.4%","0.0%","1.50","4.93","2.52","3.49","0.1","0","6","1","1","0","2","0","0","5","8","3","7",".261","1.33",".333","87.5%","2.67","38.9%","44.4%","16.7%","0.0%","0.0%","59.6%","","","40.4%","","","26.7%","72.7%","46.2%","68.8%","84.4%","79.2%","42.3%","9.6%","0","20.0%","8.0%","4.07","90.0","2.7","0.0%","107.8","33.3%","24.0%","19712"
"Rafael Dolis","TOR","2","2","5","24","0","24.0","11.63","5.25","0.38",".283","74.3%","50.0%","5.3%","1.50","3.30","3.02","4.01","0.6","1","16","9","4","1","14","1","3","31","25","19","6",".188","1.25",".283","74.3%","1.32","12.0%","50.0%","38.0%","0.0%","5.3%","61.1%","20.3%","","","","18.6%","30.3%","60.7%","41.3%","48.8%","87.9%","69.6%","36.2%","12.6%","7","31.0%","14.0%","3.97","85.4","9.1","7.4%","112.9","27.8%","29.7%","4185"
"Codi Heuer","CHW","3","0","1","21","0","23.2","9.51","3.42","0.38",".193","86.7%","50.0%","5.9%","1.52","3.20","2.77","3.60","0.6","0","12","4","4","1","9","0","0","25","29","17","12",".145","0.89",".193","86.7%","1.71","20.7%","50.0%","29.3%","11.8%","5.9%","65.8%","24.9%","","","9.4%","","27.5%","75.0%","47.3%","53.3%","77.8%","69.5%","41.7%","14.4%","5","27.2%","9.8%","3.69","88.1","7.5","5.2%","111.8","41.4%","29.7%","23293"
"Jeremy Jeffress","CHC","4","1","8","22","0","23.1","6.56","4.63","0.39",".161","84.1%","54.4%","7.1%","1.54","4.61","4.09","4.69","0.2","2","10","5","4","1","12","2","0","17","31","14","12",".135","0.94",".161","84.1%","2.21","21.1%","54.4%","24.6%","7.1%","7.1%","41.5%","","","25.0%","","33.5%","24.3%","59.4%","38.5%","53.1%","91.5%","77.1%","40.6%","8.8%","3","19.3%","13.6%","4.96","89.9","2.9","3.5%","106.0","45.6%","29.4%","9490"
"Eric Yardley","MIL","2","0","0","24","0","23.1","7.33","3.86","0.77",".262","88.2%","61.2%","15.4%","1.54","3.79","4.09","4.05","0.1","2","19","6","4","2","10","1","0","19","41","13","13",".221","1.24",".262","88.2%","3.15","19.4%","61.2%","19.4%","23.1%","15.4%","65.1%","34.1%","","","0.7%","","28.9%","68.9%","44.9%","71.8%","90.3%","83.2%","40.0%","7.6%","1","19.6%","10.3%","4.14","88.5","3.9","4.5%","109.8","38.8%","26.6%","15538"
"Kyle Zimmer","KCR","1","0","0","16","1","23.0","10.17","3.91","0.00",".259","84.0%","50.0%","0.0%","1.57","3.16","2.37","3.62","0.4","0","14","4","4","0","10","1","2","26","27","15","12",".175","1.04",".259","84.0%","1.80","22.2%","50.0%","27.8%","13.3%","0.0%","48.0%","34.3%","","13.9%","3.8%","","37.6%","55.8%","45.6%","53.2%","91.2%","73.5%","43.7%","12.1%","0","28.6%","11.0%","3.74","88.0","9.9","5.6%","113.1","29.6%","31.4%","14169"
"Kyle Crick","PIT","0","1","0","7","0","5.2","11.12","6.35","0.00",".389","45.5%","27.8%","0.0%","1.59","4.77","2.84","4.54","0.1","1","7","6","1","0","4","0","0","7","5","5","8",".280","1.94",".389","45.5%","1.00","44.4%","27.8%","27.8%","20.0%","0.0%","45.2%","54.8%","","","","","25.3%","62.5%","38.3%","57.9%","88.0%","75.0%","34.8%","9.6%","0","24.1%","13.8%","4.72","79.5","16.0","0.0%","105.1","22.2%","31.3%","13182"
"T.J. Zeuch","TOR","1","0","0","3","1","11.1","2.38","3.18","0.79",".205","94.8%","62.5%","14.3%","1.59","4.77","4.87","4.91","0.1","0","9","2","2","1","4","0","0","3","25","7","8",".209","1.15",".205","94.8%","3.57","20.0%","62.5%","17.5%","14.3%","14.3%","56.2%","15.7%","21.1%","","7.0%","","27.0%","68.6%","42.7%","74.2%","93.8%","86.1%","37.8%","5.9%","0","6.4%","8.5%","5.17","89.7","5.8","2.5%","117.3","40.0%","22.7%","19269"
"Kyle Cody","TEX","1","1","0","8","5","22.2","7.15","5.16","0.40",".233","86.5%","47.5%","4.2%","1.59","3.37","3.90","5.37","0.4","0","15","5","4","1","13","0","3","18","29","24","8",".190","1.24",".233","86.5%","1.21","13.1%","47.5%","39.3%","16.7%","4.2%","50.3%","37.3%","","","12.4%","","25.6%","64.5%","41.9%","61.8%","88.0%","78.7%","41.9%","8.9%","0","19.6%","14.1%","5.57","88.9","11.7","3.3%","111.9","32.8%","28.4%","19686"
"Kwang-hyun Kim","STL","3","0","1","8","7","39.0","5.54","2.77","0.69",".217","86.6%","50.0%","9.1%","1.62","3.82","3.88","4.52","0.6","0","28","9","7","3","12","0","1","24","59","33","26",".197","1.03",".217","86.6%","1.79","22.0%","50.0%","28.0%","3.0%","9.1%","48.3%","32.0%","","11.3%","","8.5%","32.0%","65.2%","45.4%","69.2%","94.4%","83.8%","40.3%","7.3%","0","15.6%","7.8%","5.00","87.1","7.8","4.2%","111.3","31.4%","25.8%","27458"
"Shane Bieber","CLE","8","1","0","12","12","77.1","14.20","2.44","0.81",".267","91.1%","48.4%","15.2%","1.63","2.62","2.07","2.04","3.2","0","46","15","14","7","21","1","5","122","74","46","33",".167","0.87",".267","91.1%","1.61","21.6%","48.4%","30.1%","8.7%","15.2%","37.5%","11.6%","16.2%","26.3%","8.5%","","37.0%","65.6%","46.7%","44.0%","84.4%","63.3%","34.0%","17.1%","0","41.1%","7.1%","2.52","89.3","9.6","7.2%","112.9","43.1%","33.8%","19427"
"Diego Castillo","TBR","3","0","4","22","0","21.2","9.55","4.57","1.25",".176","100.0%","60.4%","20.0%","1.66","2.86","4.53","4.06","0.0","1","12","4","4","3","11","1","0","23","32","15","6",".156","1.06",".176","100.0%","2.13","11.3%","60.4%","28.3%","0.0%","20.0%","35.3%","64.7%","","","","","31.3%","60.0%","42.5%","49.2%","76.0%","64.0%","39.1%","15.3%","5","25.8%","12.4%","4.06","84.4","4.3","5.6%","103.9","27.8%","34.4%","17496"
"Bryan Garcia","DET","2","1","4","26","0","21.2","4.98","4.15","0.00",".257","79.3%","43.5%","0.0%","1.66","4.30","3.61","5.74","0.4","2","18","6","4","0","10","1","1","12","30","24","15",".220","1.29",".257","79.3%","1.25","21.7%","43.5%","34.8%","25.0%","0.0%","64.2%","22.0%","","","13.9%","","33.3%","73.1%","49.4%","74.2%","88.8%","82.9%","40.4%","8.4%","3","12.9%","10.8%","5.62","86.4","15.6","4.3%","112.0","37.1%","21.7%","19457"
"Yusmeiro Petit","OAK","2","1","0","26","0","21.2","7.06","2.08","1.25",".254","100.0%","33.3%","9.7%","1.66","4.61","4.11","5.07","0.1","0","19","4","4","3","5","0","0","17","21","31","11",".229","1.11",".254","100.0%","0.68","17.5%","33.3%","49.2%","6.5%","9.7%","42.2%","0.3%","28.6%","10.8%","18.1%","","35.1%","76.2%","52.1%","66.2%","80.8%","75.0%","41.3%","13.0%","7","19.3%","5.7%","4.45","87.5","18.4","10.6%","109.4","33.3%","28.3%","4020"
"Trevor Bauer","CIN","5","4","0","11","11","73.0","12.33","2.10","1.11",".215","90.9%","34.4%","12.0%","1.73","2.11","2.88","3.25","2.6","0","41","17","14","9","17","3","3","100","54","75","28",".159","0.79",".215","90.9%","0.72","17.8%","34.4%","47.8%","14.7%","12.0%","47.8%","16.4%","19.8%","15.7%","0.3%","","31.5%","67.8%","46.0%","56.4%","82.9%","72.0%","40.0%","12.9%","0","36.0%","6.1%","2.94","88.5","20.9","6.3%","110.0","38.0%","30.1%","12703"
"Edwin Diaz","NYM","2","1","6","26","0","25.2","17.53","4.91","0.70",".381","89.7%","43.2%","13.3%","1.75","2.44","2.18","2.29","0.9","3","18","6","5","2","14","2","1","50","19","15","10",".191","1.25",".381","89.7%","1.27","22.7%","43.2%","34.1%","0.0%","13.3%","61.5%","37.9%","","","0.6%","","33.4%","67.9%","47.4%","40.6%","64.7%","54.6%","40.6%","21.5%","2","45.5%","12.7%","2.52","86.6","11.7","6.8%","106.8","38.6%","36.2%","14710"
"Liam Hendriks","OAK","3","1","14","24","0","25.1","13.14","1.07","0.36",".255","70.5%","32.0%","5.3%","1.78","2.40","1.14","2.07","1.4","1","14","6","5","1","3","0","0","37","16","19","15",".157","0.67",".255","70.5%","0.84","30.0%","32.0%","38.0%","0.0%","5.3%","70.3%","22.2%","","7.0%","0.5%","","38.1%","77.4%","55.9%","50.6%","74.6%","65.7%","45.4%","19.2%","0","40.2%","3.3%","1.90","90.2","17.2","3.8%","109.2","32.7%","31.4%","3548"
"Shawn Armstrong","BAL","2","0","0","14","0","15.0","8.40","1.80","0.60",".211","60.3%","43.6%","6.7%","1.80","3.42","2.99","4.05","0.3","0","9","6","3","1","3","1","2","14","17","15","7",".170","0.80",".211","60.3%","1.13","17.9%","43.6%","38.5%","0.0%","6.7%","43.0%","","46.0%","11.0%","","","37.2%","71.0%","51.5%","66.7%","84.5%","77.0%","42.2%","11.8%","3","24.6%","5.3%","3.57","88.1","10.7","2.6%","106.9","30.8%","26.2%","12857"
"Branden Kline","BAL","0","0","0","3","0","5.0","12.60","5.40","0.00",".200","80.0%","30.0%","0.0%","1.80","3.87","2.19","4.12","0.1","0","2","1","1","0","3","0","0","7","3","5","2",".118","1.00",".200","80.0%","0.60","20.0%","30.0%","50.0%","0.0%","0.0%","60.2%","15.9%","","","23.9%","","29.3%","80.9%","56.8%","58.3%","68.4%","66.0%","53.4%","19.3%","0","35.0%","15.0%","3.77","92.9","16.4","20.0%","109.0","40.0%","29.5%","14101"
"Joe Kelly","LAD","0","0","0","12","1","10.0","8.10","6.30","0.00",".308","80.0%","57.7%","0.0%","1.80","4.36","3.49","4.46","0.1","0","8","3","2","0","7","0","3","9","15","5","6",".229","1.50",".308","80.0%","3.00","23.1%","57.7%","19.2%","0.0%","0.0%","36.8%","","","63.2%","","","26.2%","61.8%","40.4%","44.4%","92.9%","73.9%","39.8%","10.5%","3","21.4%","16.7%","5.14","88.2","-3.6","0.0%","101.7","34.6%","28.7%","9761"
"Keury Mella","ARI","2","0","0","11","0","10.0","9.00","2.70","0.90",".321","86.2%","41.4%","10.0%","1.80","4.13","3.39","4.02","0.1","0","10","3","2","1","3","0","1","10","12","10","7",".256","1.30",".321","86.2%","1.20","24.1%","41.4%","34.5%","0.0%","10.0%","67.7%","32.3%","","","","","34.0%","68.8%","48.1%","59.4%","90.9%","77.6%","40.5%","10.8%","0","23.8%","7.1%","3.85","91.6","11.6","13.8%","110.5","48.3%","26.6%","15964"
"John Curtiss","TBR","3","0","2","17","3","25.0","9.00","1.08","1.08",".273","87.2%","42.0%","13.0%","1.80","3.60","3.35","3.57","0.4","0","21","7","5","3","3","2","0","25","29","23","17",".223","0.96",".273","87.2%","1.26","24.6%","42.0%","33.3%","4.3%","13.0%","56.5%","43.5%","","","","","36.1%","76.9%","55.5%","57.5%","87.9%","77.5%","47.4%","12.5%","0","25.3%","3.0%","3.29","92.0","15.5","7.2%","111.7","42.0%","25.8%","16128"
"J.B. Wendelken","OAK","1","1","0","21","0","25.0","11.16","3.96","0.72",".242","79.4%","46.0%","8.0%","1.80","2.92","3.07","3.96","0.4","0","17","8","5","2","11","0","2","31","29","25","9",".179","1.12",".242","79.4%","1.16","14.3%","46.0%","39.7%","16.0%","8.0%","58.1%","26.2%","","8.4%","7.3%","","28.5%","66.3%","44.3%","60.6%","83.9%","75.1%","41.7%","11.0%","2","29.2%","10.4%","3.67","86.0","14.7","4.7%","108.1","31.3%","28.3%","14506"
"Sam Freeman","WSN","0","0","0","7","0","5.0","10.80","12.60","0.00",".167","88.9%","41.7%","0.0%","1.80","4.61","4.99","6.92","0.0","0","2","1","1","0","7","0","0","6","5","5","2",".111","1.80",".167","88.9%","1.00","16.7%","41.7%","41.7%","20.0%","0.0%","70.6%","21.1%","","","","8.3%","25.0%","70.7%","42.2%","64.7%","89.7%","80.4%","37.6%","8.3%","1","24.0%","28.0%","7.33","86.3","16.4","0.0%","103.9","33.3%","19.3%","6832"
"Brett Martin","TEX","1","1","0","15","0","14.2","4.91","5.52","1.23",".143","84.5%","51.2%","10.5%","1.84","2.77","5.71","6.44","-0.1","0","8","5","3","2","9","0","1","8","22","19","2",".154","1.16",".143","84.5%","1.16","4.7%","51.2%","44.2%","21.1%","10.5%","53.2%","33.3%","","13.5%","","","30.0%","77.2%","49.5%","64.1%","94.4%","83.6%","41.4%","8.1%","2","13.1%","14.8%","6.21","86.9","16.1","4.5%","105.6","25.0%","19.4%","17369"
"Austin Gomber","STL","1","1","0","14","4","29.0","8.38","4.66","0.31",".243","86.7%","48.6%","4.0%","1.86","4.04","3.54","4.75","0.5","0","19","6","6","1","15","2","1","27","36","25","13",".186","1.17",".243","86.7%","1.44","17.6%","48.6%","33.8%","8.0%","4.0%","52.5%","15.8%","","24.3%","7.4%","","27.1%","61.1%","42.2%","65.8%","83.2%","77.0%","44.5%","9.7%","1","22.7%","12.6%","4.82","90.0","10.3","2.7%","113.2","33.3%","28.1%","16561"
"Tyler Duffey","MIN","1","1","0","22","0","24.0","11.63","2.25","0.75",".212","81.4%","55.6%","16.7%","1.88","2.77","2.57","2.45","0.7","2","13","6","5","2","6","1","0","31","30","12","12",".153","0.79",".212","81.4%","2.50","22.2%","55.6%","22.2%","8.3%","16.7%","43.8%","","","56.3%","","","40.3%","59.1%","47.0%","54.7%","78.2%","65.3%","35.9%","16.3%","12","33.7%","6.5%","2.55","93.5","10.4","3.7%","113.5","53.7%","34.8%","13758"
"Zack Britton","NYY","1","2","8","20","0","19.0","7.58","3.32","0.00",".226","68.4%","71.7%","0.0%","1.89","2.58","2.61","3.42","0.5","0","12","6","4","0","7","0","4","16","38","8","7",".174","1.00",".226","68.4%","4.75","13.2%","71.7%","15.1%","12.5%","0.0%","80.3%","19.7%","","","","","32.8%","66.0%","44.3%","62.9%","87.9%","75.8%","34.6%","10.7%","3","21.1%","9.2%","3.38","87.4","-6.9","3.8%","108.1","32.1%","24.2%","3240"
"Trevor Rosenthal","- - -","1","0","11","23","0","23.2","14.45","3.04","0.76",".238","82.4%","39.5%","9.5%","1.90","1.97","2.22","2.83","0.8","1","12","6","5","2","8","1","0","38","17","21","5",".146","0.85",".238","82.4%","0.81","11.6%","39.5%","48.8%","0.0%","9.5%","71.1%","20.5%","","","8.4%","","32.9%","63.0%","45.9%","50.7%","73.1%","64.0%","43.3%","16.5%","1","41.8%","8.8%","2.31","90.5","14.4","6.8%","108.7","40.9%","35.2%","10745"
"Andre Scrubb","HOU","1","0","1","20","0","23.2","9.13","7.61","0.38",".246","89.3%","47.4%","5.3%","1.90","3.87","4.25","5.25","0.1","0","15","5","5","1","20","0","1","24","27","19","11",".183","1.48",".246","89.3%","1.42","19.3%","47.4%","33.3%","5.3%","5.3%","","0.5%","52.6%","46.9%","","","20.8%","54.6%","33.4%","66.0%","89.2%","80.1%","37.3%","6.6%","2","23.5%","19.6%","5.68","87.3","10.0","3.4%","104.1","22.4%","28.3%","20329"
"Greg Holland","KCR","3","0","6","28","0","28.1","9.85","2.22","0.32",".271","76.9%","51.4%","4.8%","1.91","2.81","2.52","3.49","0.8","0","20","8","6","1","7","3","1","31","36","21","13",".196","0.95",".271","76.9%","1.71","18.6%","51.4%","30.0%","9.5%","4.8%","37.4%","50.6%","","11.6%","0.4%","","32.1%","63.2%","44.7%","45.9%","88.7%","70.5%","40.7%","13.2%","2","27.7%","6.3%","3.20","89.8","8.9","7.0%","109.3","40.8%","32.9%","7196"
"Kodi Whitley","STL","0","0","0","4","0","4.2","9.64","1.93","1.93",".100","100.0%","36.4%","25.0%","1.93","7.22","4.48","3.34","0.0","0","2","1","1","1","1","0","0","5","4","4","3",".125","0.64",".100","100.0%","1.00","27.3%","36.4%","36.4%","0.0%","25.0%","53.2%","18.2%","","","28.6%","","20.0%","84.4%","46.8%","66.7%","66.7%","66.7%","41.6%","15.6%","0","29.4%","5.9%","3.15","87.3","11.0","18.2%","105.9","36.4%","27.3%","19731"
"Carl Edwards Jr.","SEA","0","0","1","5","0","4.2","11.57","1.93","0.00",".200","66.7%","60.0%","0.0%","1.93","1.03","1.26","2.92","0.2","0","2","1","1","0","1","0","1","6","6","4","0",".125","0.64",".200","66.7%","1.50","0.0%","60.0%","40.0%","0.0%","0.0%","66.1%","","","33.9%","","","33.3%","56.5%","42.9%","45.5%","84.6%","66.7%","41.1%","14.3%","1","35.3%","5.9%","2.48","91.6","12.4","0.0%","101.3","50.0%","33.9%","13607"
"Rob Kaminsky","STL","0","0","0","5","0","4.2","5.79","3.86","0.00",".188","40.0%","60.0%","0.0%","1.93","2.52","3.19","4.43","0.0","0","3","3","1","0","2","0","0","3","9","3","3",".158","1.07",".188","40.0%","3.00","20.0%","60.0%","20.0%","0.0%","0.0%","43.5%","38.8%","","","17.6%","","28.6%","62.1%","40.0%","75.0%","88.9%","82.4%","34.1%","7.1%","0","14.3%","9.5%","4.64","90.3","3.5","0.0%","107.3","31.3%","27.1%","15792"
"Ian Anderson","ATL","3","2","0","6","6","32.1","11.41","3.90","0.28",".250","73.0%","52.5%","4.5%","1.95","2.44","2.54","3.45","1.1","0","21","11","7","1","14","2","4","41","42","22","16",".172","1.08",".250","73.0%","1.91","20.0%","52.5%","27.5%","9.1%","4.5%","48.7%","","","20.8%","30.5%","","27.6%","62.7%","42.9%","56.2%","81.4%","72.2%","43.6%","11.9%","0","29.7%","10.1%","3.82","86.7","8.9","1.2%","114.5","32.1%","30.3%","19951"
"Dallas Keuchel","CHW","6","2","0","11","11","63.1","5.97","2.42","0.28",".255","81.6%","52.8%","4.7%","1.99","4.27","3.08","3.98","1.8","0","52","15","14","2","17","0","0","42","103","43","49",".217","1.09",".255","81.6%","2.40","25.1%","52.8%","22.1%","14.0%","4.7%","34.6%","6.6%","30.9%","","27.9%","","31.9%","68.4%","45.0%","70.4%","84.7%","78.2%","35.9%","9.8%","0","16.3%","6.6%","4.57","86.8","5.3","4.0%","114.9","31.3%","26.5%","9434"
"Brandon Leibrandt","MIA","0","0","0","5","0","9.0","3.00","7.00","0.00",".115","80.0%","34.6%","0.0%","2.00","4.13","4.86","7.43","0.0","0","3","2","2","0","7","0","0","3","9","12","5",".103","1.11",".115","80.0%","0.75","19.2%","34.6%","46.2%","16.7%","0.0%","47.3%","28.7%","","12.0%","12.0%","","21.7%","74.6%","45.3%","88.9%","90.0%","89.7%","44.7%","4.7%","0","8.3%","19.4%","7.85","89.6","20.2","3.8%","107.7","38.5%","20.7%","16135"
"Oliver Perez","CLE","1","1","1","21","0","18.0","7.00","3.00","0.00",".265","77.3%","44.9%","0.0%","2.00","3.13","3.14","5.06","0.4","1","13","5","4","0","6","3","0","14","22","18","9",".206","1.06",".265","77.3%","1.22","18.4%","44.9%","36.7%","0.0%","0.0%","57.3%","42.7%","","","","","30.1%","60.9%","44.1%","63.0%","93.6%","82.3%","45.6%","7.8%","3","19.4%","8.3%","4.49","87.1","13.4","4.1%","109.2","26.5%","29.5%","1514"
"Yu Darvish","CHC","8","3","0","12","12","76.0","11.01","1.66","0.59",".295","83.8%","43.2%","8.8%","2.01","3.02","2.23","2.82","2.9","0","59","18","17","5","14","2","3","93","80","57","48",".210","0.96",".295","83.8%","1.40","25.9%","43.2%","30.8%","8.8%","8.8%","24.8%","14.6%","40.2%","12.4%","3.6%","4.3%","33.9%","65.9%","49.3%","53.7%","80.3%","70.8%","48.0%","14.4%","0","31.3%","4.7%","3.14","88.7","11.9","6.4%","110.9","34.0%","33.7%","13074"
