"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Anderson Espinoza","CHC","0","2","0","7","0","18.1","9.33","7.85","1.96",".238","81.0%","43.5%","25.0%","5.40","5.49","7.15","5.60","-0.5","0","14","11","11","4","16","4","1","19","20","16","10",".215","1.64",".238","81.0%","1.25","21.7%","43.5%","34.8%","12.5%","25.0%","76.8%","17.6%","","4.0%","1.6%","","19.8%","71.2%","37.9%","64.6%","83.0%","76.8%","35.2%","8.8%","0","22.4%","18.8%","5.23","89.0","8.1","10.9%","108.0","32.6%","23.2%","18593"
"Jason Alexander","MIL","2","3","0","18","11","71.2","5.78","3.52","1.51",".329","70.7%","50.6%","18.2%","5.40","5.49","5.34","4.53","-0.3","0","88","47","43","12","28","4","1","46","121","66","52",".304","1.62",".329","70.7%","1.83","21.8%","50.6%","27.6%","6.1%","18.2%","61.1%","23.1%","","","15.8%","","31.2%","61.5%","42.9%","74.3%","90.9%","83.5%","38.7%","7.1%","0","14.3%","8.7%","4.72","90.1","4.7","8.2%","115.4","43.6%","25.9%","19666"
"Bryan Shaw","CLE","6","2","1","60","2","58.1","8.02","4.01","1.39",".288","66.3%","49.7%","15.5%","5.40","4.74","4.88","4.34","-0.4","0","58","38","35","9","26","4","2","52","89","58","32",".251","1.44",".288","66.3%","1.53","17.9%","49.7%","32.4%","10.3%","15.5%","5.6%","6.0%","76.7%","8.2%","2.9%","0.7%","28.4%","72.1%","47.3%","62.2%","88.7%","79.7%","43.2%","9.6%","5","19.9%","10.0%","4.08","90.8","8.3","6.7%","113.1","43.6%","24.4%","8110"
"Ryan Hendrix","CIN","0","0","0","9","0","8.1","9.72","6.48","0.00",".429","70.6%","52.4%","0.0%","5.40","2.66","3.83","5.08","0.0","0","9","5","5","0","6","2","3","9","11","7","3",".300","1.80",".429","70.6%","1.57","14.3%","52.4%","33.3%","14.3%","0.0%","46.9%","","","44.1%","9.1%","","26.1%","60.0%","39.2%","56.5%","66.7%","62.5%","38.5%","14.7%","0","23.7%","15.8%","4.51","88.8","9.1","0.0%","98.9","33.3%","31.5%","19535"
"Sean Reid-Foley","NYM","0","0","0","7","0","10.0","7.20","6.30","0.90",".222","66.2%","39.3%","7.1%","5.40","3.31","5.21","5.98","-0.1","0","7","6","6","1","7","1","0","8","11","14","3",".194","1.40",".222","66.2%","0.79","10.7%","39.3%","50.0%","14.3%","7.1%","46.9%","34.2%","","","18.9%","","32.8%","67.5%","46.4%","61.5%","75.0%","69.2%","39.3%","14.3%","0","18.2%","15.9%","5.36","85.0","20.3","3.6%","105.2","35.7%","29.1%","17034"
"Matt Peacock","- - -","0","0","0","9","0","10.0","5.40","3.60","0.90",".314","68.5%","60.0%","16.7%","5.40","3.70","4.41","4.00","0.0","0","12","6","6","1","4","0","1","6","21","6","8",".286","1.60",".314","68.5%","3.50","22.9%","60.0%","17.1%","0.0%","16.7%","59.7%","37.6%","","","2.7%","","35.4%","70.0%","51.7%","60.7%","89.8%","79.2%","47.0%","10.7%","0","13.0%","8.7%","4.02","87.9","2.0","5.6%","111.6","36.1%","26.8%","20339"
"Dauri Moreta","CIN","0","2","1","35","1","38.1","9.16","3.05","2.35",".234","71.4%","32.7%","19.6%","5.40","4.02","5.80","4.38","-0.4","0","32","24","23","10","13","4","1","39","34","51","19",".224","1.17",".234","71.4%","0.67","18.3%","32.7%","49.0%","15.7%","19.6%","55.3%","24.0%","","","20.7%","","29.2%","66.0%","44.2%","61.3%","83.6%","74.9%","40.8%","11.1%","1","24.4%","8.1%","3.60","90.6","22.9","12.5%","116.5","41.3%","28.9%","21101"
"Nicholas Padilla","CHC","0","0","0","1","0","1.2","5.40","10.80","0.00",".333","75.0%","33.3%","0.0%","5.40","6.09","5.51","7.29","0.0","0","2","1","1","0","2","0","1","1","2","2","2",".286","2.40",".333","75.0%","1.00","33.3%","33.3%","33.3%","0.0%","0.0%","15.4%","23.1%","61.5%","","","","20.8%","46.7%","30.8%","80.0%","100.0%","91.7%","38.5%","2.6%","0","11.1%","22.2%","7.38","88.8","11.0","0.0%","102.5","50.0%","23.1%","21327"
"Robert Stephenson","- - -","2","2","0","58","0","58.0","8.53","2.17","1.55",".317","60.9%","28.6%","12.0%","5.43","4.78","4.23","4.11","0.2","3","63","39","35","10","14","1","4","55","50","83","42",".272","1.33",".317","60.9%","0.60","24.0%","28.6%","47.4%","10.8%","12.0%","47.8%","50.5%","","1.1%","0.5%","","37.1%","73.7%","52.6%","57.9%","83.6%","73.2%","42.5%","14.1%","8","22.3%","5.7%","3.64","90.6","21.0","9.0%","112.3","41.8%","29.1%","13594"
"Yunior Marte","SFG","1","1","0","39","0","48.0","8.25","4.13","0.94",".307","63.2%","48.6%","11.9%","5.44","3.83","4.38","4.32","-0.1","0","47","32","29","5","22","6","3","44","69","42","31",".253","1.44",".307","63.2%","1.64","21.8%","48.6%","29.6%","11.9%","11.9%","62.0%","38.0%","","","","","34.7%","67.5%","47.7%","65.0%","86.4%","77.0%","39.5%","11.0%","2","20.6%","10.3%","4.01","86.8","9.5","3.5%","109.7","37.3%","26.3%","14416"
"Mitch White","- - -","1","7","0","25","18","99.0","7.09","3.18","0.82",".321","63.5%","43.0%","7.8%","5.45","4.14","3.87","4.42","1.3","0","110","62","60","9","35","3","5","78","138","116","67",".274","1.46",".321","63.5%","1.19","20.9%","43.0%","36.1%","11.2%","7.8%","51.7%","27.3%","","17.1%","3.9%","","33.1%","70.3%","48.2%","72.7%","89.4%","82.6%","40.7%","8.4%","0","17.7%","8.0%","4.47","87.9","14.7","5.6%","113.9","34.0%","23.9%","19225"
"Trevor Rogers","MIA","4","11","0","23","23","107.0","8.92","3.79","1.26",".330","66.9%","42.0%","13.2%","5.47","4.84","4.36","4.11","0.8","0","116","69","65","15","45","5","5","106","134","114","71",".272","1.50",".330","66.9%","1.18","22.3%","42.0%","35.7%","5.3%","13.2%","52.9%","17.8%","","","29.3%","","32.1%","71.5%","48.6%","69.5%","82.8%","77.7%","42.0%","10.8%","0","22.2%","9.4%","4.20","88.4","12.1","7.5%","113.8","37.4%","26.0%","22286"
"Kutter Crawford","BOS","3","6","0","21","12","77.1","8.96","3.38","1.40",".322","66.2%","31.3%","11.4%","5.47","4.62","4.34","4.33","0.5","0","81","49","47","12","29","2","4","77","70","105","49",".267","1.42",".322","66.2%","0.67","21.9%","31.3%","46.9%","9.5%","11.4%","38.5%","6.4%","31.0%","16.9%","7.2%","","32.0%","68.6%","47.5%","62.8%","84.6%","76.1%","42.3%","11.3%","0","23.1%","8.7%","4.11","89.7","17.1","8.8%","116.8","38.9%","27.5%","20531"
"Calvin Faucher","TBR","2","3","1","22","0","21.1","8.86","4.22","1.69",".338","66.9%","40.6%","16.7%","5.48","6.01","5.13","4.36","-0.3","1","26","16","13","4","10","1","2","21","28","24","17",".289","1.69",".338","66.9%","1.17","24.6%","40.6%","34.8%","8.3%","16.7%","41.3%","44.8%","","13.9%","","","28.8%","61.4%","42.0%","62.2%","85.2%","75.8%","40.6%","10.2%","1","20.8%","9.9%","4.07","90.7","12.3","13.0%","109.8","42.0%","28.2%","20116"
"Tony Santillan","CIN","0","1","4","21","0","19.2","9.61","5.49","0.46",".379","66.5%","29.8%","4.3%","5.49","4.56","4.08","5.15","0.2","3","23","14","12","1","12","4","4","21","17","23","17",".288","1.78",".379","66.5%","0.74","29.8%","29.8%","40.4%","13.0%","4.3%","49.5%","50.5%","","","","","23.2%","69.0%","42.4%","54.5%","83.1%","74.0%","41.9%","11.0%","6","21.9%","12.5%","4.38","89.7","17.9","3.4%","107.3","39.0%","28.2%","19926"
"Bryse Wilson","PIT","3","9","0","25","20","115.2","6.15","2.49","1.56",".304","64.1%","43.3%","14.8%","5.52","5.53","5.06","4.54","-0.1","0","132","80","71","20","32","9","2","79","167","135","84",".282","1.42",".304","64.1%","1.24","21.8%","43.3%","35.0%","6.7%","14.8%","56.8%","15.8%","","12.9%","14.5%","","29.6%","70.6%","47.7%","72.5%","90.0%","83.9%","44.1%","7.7%","0","15.5%","6.3%","4.53","90.8","11.4","7.7%","111.3","43.4%","24.5%","19990"
"Alex Faedo","DET","1","5","0","12","12","53.2","7.38","4.19","1.17",".335","69.4%","31.2%","9.2%","5.53","5.53","4.62","5.02","0.3","0","63","34","33","7","25","1","2","44","54","76","43",".289","1.64",".335","69.4%","0.71","24.9%","31.2%","43.9%","10.5%","9.2%","52.0%","35.1%","","","12.9%","","28.7%","70.6%","46.1%","62.3%","87.7%","78.5%","41.6%","9.9%","0","18.0%","10.2%","4.98","91.1","19.1","9.8%","117.9","39.1%","26.1%","19874"
"Austin Gomber","COL","5","7","0","33","17","124.2","6.86","2.45","1.44",".310","64.1%","42.6%","13.7%","5.56","4.59","4.54","4.19","0.9","0","137","80","77","20","34","2","4","95","168","146","80",".278","1.37",".310","64.1%","1.15","20.3%","42.6%","37.1%","7.5%","13.7%","40.7%","24.6%","","17.1%","17.6%","","31.3%","72.0%","48.6%","67.6%","87.2%","79.9%","42.5%","9.8%","0","18.0%","6.4%","4.24","88.1","12.4","8.5%","110.2","35.7%","25.1%","16561"
"Greg Weissert","NYY","3","0","0","12","0","11.1","8.74","3.97","0.79",".172","51.7%","40.0%","7.7%","5.56","2.87","4.17","4.72","0.0","0","6","7","7","1","5","2","0","11","12","13","5",".146","0.97",".172","51.7%","0.92","16.7%","40.0%","43.3%","0.0%","7.7%","53.2%","36.6%","","","10.2%","","27.8%","62.0%","40.9%","65.6%","93.2%","81.6%","38.2%","7.5%","1","22.9%","10.4%","3.94","83.9","16.8","3.3%","105.1","26.7%","27.4%","20375"
"Kris Bubic","KCR","3","13","0","28","27","129.0","7.67","4.40","1.26",".352","68.8%","41.0%","13.3%","5.58","5.67","4.78","4.51","0.5","0","156","87","80","18","63","4","4","110","166","135","104",".300","1.70",".352","68.8%","1.23","25.7%","41.0%","33.3%","5.2%","13.3%","50.5%","","","21.7%","27.8%","","28.9%","70.3%","46.9%","70.3%","86.7%","80.9%","43.4%","8.9%","0","18.7%","10.7%","4.77","90.0","10.7","7.8%","114.4","44.9%","24.9%","21455"
"Juan Minaya","MIN","1","0","0","6","0","9.2","10.24","4.66","0.00",".308","62.5%","50.0%","0.0%","5.59","3.17","3.32","4.54","0.1","0","8","6","6","0","5","3","2","11","13","8","5",".216","1.34",".308","62.5%","1.63","19.2%","50.0%","30.8%","12.5%","0.0%","47.7%","15.5%","","","36.8%","","31.0%","66.2%","46.0%","67.7%","75.5%","72.5%","42.5%","12.6%","0","24.4%","11.1%","3.71","88.7","4.5","0.0%","111.4","34.6%","29.9%","10341"
"Cristopher Sanchez","PHI","2","2","1","15","3","40.0","7.88","3.83","1.13",".284","65.4%","54.2%","14.7%","5.63","4.31","4.56","4.20","0.0","0","38","25","25","5","17","4","0","35","65","34","21",".244","1.38",".284","65.4%","1.91","17.5%","54.2%","28.3%","2.9%","14.7%","61.0%","18.9%","","","20.1%","","32.8%","62.0%","44.9%","70.9%","90.6%","82.2%","41.5%","8.0%","1","19.8%","9.6%","4.01","87.9","4.9","6.6%","112.5","37.2%","26.0%","20778"
"Austin Warren","LAA","2","0","0","14","0","16.0","5.06","2.81","1.69",".302","70.7%","37.7%","12.5%","5.63","7.45","5.36","5.15","-0.2","1","19","10","10","3","5","0","1","9","20","24","9",".292","1.50",".302","70.7%","0.83","17.0%","37.7%","45.3%","4.2%","12.5%","56.8%","41.7%","","","1.5%","","27.6%","76.4%","47.7%","67.4%","91.7%","83.5%","41.4%","7.9%","0","12.9%","7.1%","4.87","93.2","13.3","14.3%","114.8","51.8%","22.6%","24937"
"Jacob Barnes","- - -","3","1","0","23","0","22.1","4.84","3.63","1.21",".282","67.1%","50.7%","13.0%","5.64","4.78","5.26","5.04","-0.3","1","23","14","14","3","9","2","1","12","37","23","13",".267","1.43",".282","67.1%","1.61","17.8%","50.7%","31.5%","4.3%","13.0%","47.9%","9.7%","42.4%","","","","34.1%","73.5%","48.5%","71.8%","89.7%","81.7%","36.6%","8.9%","2","12.4%","9.3%","4.83","90.0","6.6","6.8%","108.0","41.9%","22.2%","12323"
"Eric Stout","- - -","0","0","1","20","0","22.1","10.07","6.45","0.81",".359","70.4%","34.8%","6.5%","5.64","4.37","4.59","5.48","0.0","1","25","15","14","2","16","3","2","25","23","31","12",".275","1.84",".359","70.4%","0.74","18.2%","34.8%","47.0%","16.1%","6.5%","34.9%","47.3%","","5.6%","12.2%","","26.2%","64.9%","40.9%","63.0%","86.5%","77.2%","38.0%","9.3%","1","22.7%","14.5%","4.58","90.6","21.6","9.1%","112.2","36.4%","28.9%","16873"
"Drew Steckenrider","SEA","0","2","2","16","0","14.1","6.28","3.14","1.26",".373","73.3%","34.0%","11.1%","5.65","8.33","4.58","4.62","0.0","2","21","9","9","2","5","0","0","10","18","18","17",".333","1.81",".373","73.3%","1.00","32.1%","34.0%","34.0%","22.2%","11.1%","65.0%","11.5%","","","23.4%","","34.8%","74.4%","52.1%","76.8%","82.8%","80.5%","43.7%","10.1%","4","14.7%","7.4%","4.56","88.8","16.5","11.3%","110.5","37.7%","21.3%","18806"
"Hyun-Jin Ryu","TOR","2","0","0","6","6","27.0","5.33","1.33","1.67",".307","65.5%","45.7%","14.7%","5.67","5.24","4.78","4.24","0.1","0","32","17","17","5","4","0","0","16","42","34","16",".294","1.33",".307","65.5%","1.24","17.4%","45.7%","37.0%","2.9%","14.7%","41.8%","3.5%","10.1%","21.0%","23.5%","","29.2%","68.6%","46.1%","75.8%","87.9%","83.5%","42.8%","7.6%","0","14.2%","3.5%","4.46","91.1","11.2","9.7%","114.0","44.1%","25.1%","14444"
"Humberto Castellanos","ARI","3","2","0","11","9","44.1","6.50","2.44","1.42",".309","65.8%","33.3%","12.1%","5.68","5.35","4.80","4.69","0.1","0","50","29","28","7","12","4","2","32","48","58","38",".281","1.40",".309","65.8%","0.83","26.4%","33.3%","40.3%","10.3%","12.1%","42.8%","21.3%","25.5%","","10.4%","","30.0%","67.2%","46.5%","74.4%","87.9%","83.0%","44.4%","7.9%","0","16.5%","6.2%","4.61","89.5","16.0","6.8%","113.0","37.7%","25.8%","21183"
"Luis Gonzalez","SFG","0","0","0","5","0","6.1","0.00","1.42","0.00",".310","60.0%","53.6%","0.0%","5.68","5.04","3.59","5.22","0.0","0","9","4","4","0","1","0","0","0","15","7","6",".310","1.58",".310","60.0%","2.14","21.4%","53.6%","25.0%","0.0%","0.0%","48.8%","","","51.2%","","","32.8%","68.2%","41.9%","100.0%","100.0%","100.0%","25.6%","0.0%","0","0.0%","3.3%","5.31","84.3","2.3","3.4%","103.6","27.6%","18.6%","20332"
"Mike Mayers","LAA","1","1","0","24","3","50.2","7.99","3.20","2.66",".259","72.5%","38.0%","20.8%","5.68","5.31","6.37","4.62","-0.9","1","52","35","32","15","18","2","3","45","60","72","26",".256","1.38",".259","72.5%","0.83","16.5%","38.0%","45.6%","12.5%","20.8%","46.7%","34.9%","8.4%","2.4%","7.5%","","32.8%","69.4%","47.9%","58.1%","88.2%","76.1%","41.1%","11.5%","1","20.2%","8.1%","4.12","91.2","16.9","12.7%","114.0","48.1%","25.7%","15451"
"Kodi Whitley","STL","2","0","0","14","0","12.2","8.53","6.39","1.42",".265","72.9%","41.7%","14.3%","5.68","6.45","5.88","5.46","-0.2","0","11","8","8","2","9","2","0","12","15","14","7",".229","1.58",".265","72.9%","1.07","19.4%","41.7%","38.9%","7.1%","14.3%","49.3%","16.5%","","","34.2%","","33.3%","69.1%","47.8%","66.7%","81.6%","75.4%","40.4%","11.8%","1","20.3%","15.3%","4.91","90.2","15.7","8.3%","108.9","38.9%","27.2%","19731"
"Ryan Borucki","- - -","2","0","0","32","0","25.1","7.46","3.91","2.13",".254","73.4%","48.7%","24.0%","5.68","5.90","6.07","4.45","-0.6","0","24","16","16","6","11","2","5","21","37","25","14",".245","1.38",".254","73.4%","1.48","18.4%","48.7%","32.9%","8.0%","24.0%","50.4%","","38.6%","","11.1%","","32.7%","70.1%","47.5%","56.1%","87.8%","74.6%","39.5%","12.0%","6","18.9%","9.9%","4.19","88.1","8.1","10.4%","111.4","45.5%","26.3%","16350"
"Justin Lawrence","COL","3","1","1","38","0","42.2","10.13","4.64","0.63",".350","63.7%","50.8%","9.4%","5.70","3.54","3.39","3.59","0.6","2","44","27","27","3","22","1","1","48","60","32","26",".262","1.55",".350","63.7%","1.88","22.0%","50.8%","27.1%","9.4%","9.4%","55.2%","44.8%","","","","","28.8%","61.2%","43.0%","57.7%","89.3%","77.4%","44.0%","9.7%","7","25.1%","11.5%","3.63","87.8","5.9","4.2%","109.2","39.2%","29.2%","17639"
"Chad Kuhl","COL","6","11","0","27","27","137.0","7.23","3.81","1.64",".310","69.4%","36.6%","14.3%","5.72","5.31","5.26","4.78","0.5","0","155","91","87","25","58","5","5","110","161","175","104",".280","1.55",".310","69.4%","0.92","23.6%","36.6%","39.8%","9.7%","14.3%","45.2%","36.6%","","11.5%","6.7%","","28.2%","69.8%","45.4%","62.8%","87.2%","78.3%","41.4%","9.9%","0","17.8%","9.4%","4.80","90.5","15.8","9.7%","117.2","44.6%","25.9%","14975"
"Daulton Jefferies","OAK","1","7","0","8","8","39.1","6.41","1.83","0.92",".323","59.5%","46.6%","8.0%","5.72","3.75","3.77","4.33","0.5","0","46","26","25","4","8","2","3","28","62","50","21",".284","1.37",".323","59.5%","1.24","15.8%","46.6%","37.6%","6.0%","8.0%","47.8%","13.6%","19.0%","","19.6%","","30.5%","72.9%","47.6%","69.4%","86.1%","79.7%","40.4%","9.7%","0","16.3%","4.7%","4.31","89.1","11.0","8.2%","112.7","38.1%","25.4%","19345"
"Jared Koenig","OAK","1","3","0","10","5","39.1","5.03","3.43","0.92",".275","64.3%","48.5%","9.1%","5.72","5.14","4.84","5.18","-0.2","0","40","25","25","4","15","5","4","22","65","44","25",".255","1.40",".275","64.3%","1.48","18.7%","48.5%","32.8%","11.4%","9.1%","49.8%","15.3%","","22.1%","12.9%","","26.4%","70.8%","44.6%","72.5%","92.6%","85.6%","40.9%","6.4%","0","12.4%","8.5%","5.02","90.4","12.3","5.2%","109.3","43.7%","23.6%","27517"
"Dusten Knight","TBR","0","1","0","6","0","11.0","7.36","3.27","3.27",".219","74.5%","40.0%","26.7%","5.73","5.28","7.29","4.59","-0.3","0","11","8","7","4","4","0","1","9","14","15","6",".244","1.36",".219","74.5%","0.93","17.1%","40.0%","42.9%","26.7%","26.7%","20.8%","","31.3%","10.4%","37.5%","","32.0%","67.4%","48.4%","69.7%","81.7%","77.4%","46.4%","10.9%","0","18.4%","8.2%","4.21","87.4","16.7","16.7%","107.4","38.9%","27.1%","16537"
"Yoan Lopez","NYM","1","0","0","8","0","11.0","8.18","4.09","1.64",".364","69.8%","40.0%","11.8%","5.73","4.02","5.29","5.22","-0.1","0","14","8","7","2","5","1","0","10","14","17","4",".311","1.73",".364","69.8%","0.82","11.4%","40.0%","48.6%","11.8%","11.8%","45.6%","48.2%","","","","6.2%","33.3%","73.6%","48.2%","58.5%","88.7%","75.5%","36.9%","11.8%","0","19.6%","9.8%","4.31","94.5","16.9","8.6%","108.8","54.3%","26.7%","17181"
"Alex Colome","COL","2","7","4","53","0","47.0","6.13","4.21","0.96",".333","59.7%","55.6%","11.4%","5.74","5.78","4.54","4.54","-0.1","3","57","36","30","5","22","0","4","32","89","44","27",".295","1.68",".333","59.7%","2.02","16.9%","55.6%","27.5%","2.3%","11.4%","15.7%","","84.3%","","","","29.8%","73.0%","46.0%","66.7%","91.3%","81.3%","37.4%","8.6%","7","14.9%","10.2%","4.46","90.1","1.1","9.9%","115.2","46.0%","22.2%","6661"
"Sean Hjelle","SFG","1","2","0","8","0","25.0","10.08","2.88","1.08",".400","60.8%","59.0%","23.1%","5.76","4.23","3.51","2.72","0.1","0","33","19","16","3","8","1","1","28","46","13","19",".311","1.64",".400","60.8%","3.54","24.4%","59.0%","16.7%","7.7%","23.1%","54.9%","38.4%","","","6.8%","","25.8%","62.4%","43.2%","64.1%","88.7%","81.0%","47.7%","8.2%","0","24.3%","7.0%","2.72","89.5","3.2","6.4%","109.6","44.9%","28.5%","21481"
"Ryan Brasier","BOS","0","3","1","68","0","62.1","9.24","1.88","1.30",".335","56.2%","40.5%","12.2%","5.78","3.97","3.61","3.49","0.5","3","68","43","40","9","13","1","1","64","75","74","36",".273","1.30",".335","56.2%","1.01","19.5%","40.5%","40.0%","10.8%","12.2%","55.7%","42.9%","","","1.3%","","38.6%","74.2%","54.7%","61.5%","86.1%","76.6%","45.3%","12.8%","13","24.3%","4.9%","3.12","90.7","11.5","8.6%","113.4","46.5%","28.0%","5615"
"Xzavion Curry","CLE","0","1","0","2","2","9.1","2.89","5.79","0.96",".333","69.9%","29.7%","7.1%","5.79","6.66","6.11","6.94","-0.1","0","13","7","6","1","6","1","0","3","11","14","12",".325","2.04",".333","69.9%","0.79","32.4%","29.7%","37.8%","7.1%","7.1%","58.8%","27.9%","","7.3%","6.1%","","25.9%","68.4%","40.6%","67.9%","84.6%","77.6%","34.5%","9.1%","0","6.4%","12.8%","6.91","87.7","19.4","2.7%","105.5","32.4%","24.8%","25595"
"Michael Pineda","DET","2","7","0","11","11","46.2","5.01","1.54","2.51",".294","73.2%","39.2%","18.1%","5.79","5.90","6.13","4.80","-0.4","0","58","31","30","13","8","0","0","26","65","72","29",".302","1.41",".294","73.2%","0.90","17.5%","39.2%","43.4%","12.5%","18.1%","59.2%","21.5%","","","19.3%","","32.9%","70.3%","49.8%","70.5%","92.7%","84.6%","45.1%","7.7%","0","13.0%","4.0%","4.84","91.8","15.8","10.2%","112.7","44.0%","23.7%","5372"
"Austin Davis","- - -","2","1","0","52","3","56.0","10.29","5.30","0.80",".331","63.6%","33.5%","7.4%","5.79","4.59","4.02","4.66","0.2","1","57","39","36","5","33","5","1","64","53","68","37",".252","1.61",".331","63.6%","0.78","23.4%","33.5%","43.0%","13.2%","7.4%","45.6%","38.4%","","","16.0%","","30.8%","68.9%","45.7%","63.2%","84.8%","75.9%","39.2%","11.0%","3","24.2%","12.5%","4.13","86.5","16.9","7.4%","108.8","30.9%","27.2%","17117"
"Erick Fedde","WSN","6","13","0","27","27","127.0","6.66","4.11","1.49",".320","69.3%","41.9%","14.1%","5.81","5.45","5.15","4.74","0.4","0","149","84","82","21","58","0","6","94","175","149","94",".289","1.63",".320","69.3%","1.17","22.5%","41.9%","35.6%","11.4%","14.1%","40.3%","28.7%","27.4%","","3.5%","","25.2%","67.3%","42.6%","71.7%","88.9%","82.9%","41.4%","7.3%","0","16.4%","10.1%","5.00","89.4","13.3","7.8%","112.2","43.2%","24.5%","17425"
"Edwin Uceta","ARI","0","0","0","10","0","17.0","6.88","3.71","1.06",".240","52.1%","42.3%","9.1%","5.82","3.57","4.52","4.91","0.0","0","14","12","11","2","7","1","1","13","22","22","8",".215","1.24",".240","52.1%","1.00","15.4%","42.3%","42.3%","9.1%","9.1%","55.1%","","0.3%","17.5%","27.1%","","28.7%","73.9%","45.9%","71.2%","79.3%","76.1%","38.0%","11.0%","0","17.8%","9.6%","4.44","86.9","13.8","5.8%","110.1","38.5%","24.7%","20539"
"Ryan Feltner","COL","4","9","0","20","19","97.1","7.77","3.24","1.48",".299","64.4%","41.3%","13.4%","5.83","4.91","4.76","4.43","0.6","0","102","65","63","16","35","5","4","84","125","119","59",".263","1.41",".299","64.4%","1.05","19.5%","41.3%","39.3%","7.6%","13.4%","55.5%","28.7%","","9.6%","6.3%","","27.3%","71.3%","45.9%","65.9%","88.7%","80.9%","42.3%","8.8%","0","19.6%","8.2%","4.38","89.7","13.2","8.2%","114.7","42.8%","25.5%","21446"
"Hansel Robles","BOS","1","3","2","26","0","24.2","7.66","5.11","1.82",".282","62.5%","39.5%","17.2%","5.84","6.49","5.75","4.85","-0.7","6","25","19","16","5","14","0","0","21","30","29","17",".258","1.58",".282","62.5%","1.03","22.4%","39.5%","38.2%","6.9%","17.2%","50.5%","32.9%","","","","16.6%","23.0%","74.9%","45.0%","67.9%","83.6%","78.9%","42.4%","9.5%","7","18.9%","12.6%","4.70","92.7","13.1","11.8%","111.2","50.0%","24.2%","11801"
"Kirby Snead","OAK","1","1","1","46","0","44.2","7.05","4.43","1.01",".349","67.1%","42.7%","8.5%","5.84","4.43","4.61","5.11","-0.3","2","56","31","29","5","22","2","3","35","64","59","27",".301","1.75",".349","67.1%","1.08","18.0%","42.7%","39.3%","8.5%","8.5%","55.5%","37.4%","","","7.1%","","30.0%","61.3%","43.3%","70.1%","88.2%","81.1%","42.7%","8.2%","5","16.7%","10.5%","4.67","87.8","11.4","6.6%","109.5","38.4%","27.3%","19179"
"Chi Chi Gonzalez","- - -","0","1","0","7","5","23.0","5.87","2.74","1.96",".319","71.4%","41.6%","16.7%","5.87","5.67","5.55","4.65","-0.1","0","28","15","15","5","7","0","0","15","32","30","15",".304","1.52",".319","71.4%","1.07","19.5%","41.6%","39.0%","6.7%","16.7%","50.8%","31.6%","2.4%","","15.2%","","27.1%","67.3%","44.4%","81.0%","87.2%","85.0%","43.1%","6.6%","0","15.2%","7.1%","4.75","88.7","12.6","9.1%","114.4","40.3%","26.6%","14663"
"Cole Sands","MIN","0","3","1","11","3","30.2","8.22","3.82","1.17",".326","67.5%","44.4%","9.8%","5.87","4.43","4.74","5.03","-0.1","0","35","21","20","4","13","5","1","28","44","41","14",".276","1.57",".326","67.5%","1.07","14.1%","44.4%","41.4%","12.2%","9.8%","50.2%","7.5%","","22.9%","2.3%","17.1%","30.3%","69.5%","46.3%","65.7%","87.1%","78.9%","40.8%","9.8%","0","19.3%","9.0%","4.29","89.3","14.1","7.1%","111.8","39.4%","25.5%","21461"
"Logan Allen","- - -","1","0","0","7","0","7.2","8.22","5.87","0.00",".444","72.2%","44.4%","0.0%","5.87","6.37","3.63","5.57","0.1","0","12","5","5","0","5","1","0","7","12","10","5",".353","2.22",".444","72.2%","1.20","18.5%","44.4%","37.0%","20.0%","0.0%","36.6%","43.9%","7.3%","1.8%","10.4%","","26.7%","62.7%","39.6%","64.3%","86.5%","76.9%","36.0%","9.1%","0","17.5%","12.5%","4.82","89.8","14.5","11.1%","109.5","37.0%","26.8%","18555"
"Josh Winckowski","BOS","5","7","0","15","14","70.1","5.63","3.45","1.28",".322","67.0%","51.9%","13.9%","5.89","4.84","4.95","4.61","0.0","0","85","47","46","10","27","2","0","44","125","72","44",".296","1.59",".322","67.0%","1.74","18.3%","51.9%","29.9%","5.6%","13.9%","51.6%","28.5%","10.5%","","9.5%","","27.2%","67.4%","44.5%","73.5%","90.2%","84.4%","43.0%","7.0%","0","13.9%","8.5%","4.82","89.5","5.3","9.9%","112.4","46.1%","25.5%","22387"
"Ty Blach","COL","1","0","1","24","1","44.1","5.89","2.23","0.81",".320","59.9%","43.0%","7.0%","5.89","4.08","3.86","4.59","0.3","1","51","29","29","4","11","2","1","29","64","57","28",".283","1.40",".320","59.9%","1.12","18.8%","43.0%","38.3%","7.0%","7.0%","54.9%","17.1%","","8.5%","19.6%","","33.1%","68.8%","49.7%","71.4%","88.0%","82.1%","46.6%","8.9%","0","15.0%","5.7%","4.30","87.4","13.6","6.0%","110.0","37.1%","28.0%","14361"
