"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","LD%","GB%","FB%","HR/FB","wOBA","WAR","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","maxEV","Barrel%","HardHit%","CSW%","xBA","xSLG","xwOBA","playerid"
"Dylan Carlson","STL","128","432","488","102","60","30","4","8","56","42","45","1","94","7","4","0","6","5","2",".236","9.2%","19.3%",".316",".380",".695",".144",".281","20.7%","42.3%","37.0%","6.4%",".306","2.4","100","27.8%","71.4%","46.0%","64.8%","84.0%","10.5%","36.8%","37.1%","26.0%","17.3%","55.0%","27.8%","86.1","12.9","109.2","4.4%","27.2%","26.8%",".234",".355",".301","20126"
"Emmanuel Rivera","- - -","102","330","359","77","46","16","3","12","46","40","23","0","83","5","1","0","8","1","2",".233","6.4%","23.1%",".292",".409",".702",".176",".275","16.1%","48.8%","35.1%","13.8%",".306","1.0","95","31.7%","76.2%","50.1%","57.7%","87.5%","11.8%","42.3%","31.9%","25.8%","12.1%","51.6%","36.3%","90.4","9.8","110.9","9.3%","38.3%","27.2%",".238",".410",".310","19890"
"Brandon Lowe","TBR","65","235","266","52","32","10","2","8","31","25","27","0","61","3","1","0","1","1","0",".221","10.2%","22.9%",".308",".383",".691",".162",".263","20.7%","37.9%","41.4%","11.1%",".306","0.9","104","34.3%","79.0%","53.1%","49.2%","78.4%","17.2%","43.4%","31.4%","25.1%","16.6%","54.9%","28.6%","89.4","16.6","112.2","10.3%","38.9%","27.5%",".237",".401",".320","18882"
"Jace Peterson","MIL","113","288","328","68","44","14","2","8","44","34","33","2","85","2","3","2","8","12","1",".236","10.1%","25.9%",".316",".382",".698",".146",".303","23.0%","45.1%","31.9%","12.3%",".306","2.2","96","26.4%","58.0%","40.4%","55.2%","88.2%","9.6%","41.8%","36.1%","22.1%","13.0%","55.8%","31.3%","88.6","9.7","108.8","7.2%","36.1%","32.2%",".235",".366",".303","12325"
"J.P. Crawford","SEA","145","518","603","126","93","24","3","6","57","42","68","0","80","10","5","2","11","3","2",".243","11.3%","13.3%",".339",".336",".675",".093",".275","23.4%","45.2%","31.4%","4.3%",".306","2.0","104","24.3%","63.0%","41.0%","77.1%","92.6%","5.2%","34.2%","38.4%","27.4%","21.6%","56.2%","22.2%","85.1","8.9","109.3","2.0%","29.2%","23.9%",".255",".337",".315","15491"
"Jonah Heim","TEX","127","406","450","92","55","20","1","16","51","48","41","0","87","1","2","0","10","2","0",".227","9.1%","19.3%",".298",".399",".697",".172",".249","17.5%","39.1%","43.4%","11.5%",".306","2.8","99","32.9%","75.5%","50.6%","69.2%","88.0%","9.7%","51.7%","32.4%","15.9%","15.3%","52.3%","32.4%","89.3","16.9","112.4","6.9%","39.6%","23.5%",".224",".361",".291","16930"
"Santiago Espinal","TOR","135","449","491","120","88","25","0","7","51","51","36","1","68","2","3","1","12","6","6",".267","7.3%","13.8%",".322",".370",".692",".102",".300","23.0%","42.9%","34.0%","5.4%",".305","2.3","99","29.6%","68.2%","45.9%","76.4%","91.3%","6.5%","40.0%","36.4%","23.6%","19.7%","55.3%","24.9%","86.1","14.1","107.5","3.4%","31.4%","24.4%",".263",".348",".298","19997"
"Josh Harrison","CHW","119","386","425","99","71","19","2","7","50","27","21","0","71","14","2","2","9","2","1",".256","4.9%","16.7%",".317",".370",".687",".114",".297","17.4%","43.8%","38.8%","5.7%",".305","1.4","98","39.4%","74.4%","54.5%","71.7%","87.8%","10.2%","38.2%","37.0%","24.8%","11.9%","62.7%","25.4%","87.4","14.7","106.0","3.8%","32.3%","23.9%",".233",".335",".284","8202"
"Jorge Soler","MIA","72","270","306","56","30","13","0","13","32","34","31","1","90","3","1","0","9","0","2",".207","10.1%","29.4%",".295",".400",".695",".193",".256","17.7%","42.0%","40.3%","17.8%",".305","0.5","98","29.4%","70.9%","46.0%","55.6%","80.9%","13.2%","50.3%","33.7%","16.0%","16.0%","44.2%","39.8%","91.2","13.7","117.6","12.1%","43.4%","28.1%",".226",".421",".322","14221"
"Rafael Ortega","CHC","118","316","371","76","54","14","1","7","35","35","44","2","74","2","7","1","10","12","7",".241","11.9%","19.9%",".331",".358",".688",".117",".285","21.5%","33.6%","44.9%","6.3%",".305","0.7","96","28.9%","69.0%","44.8%","69.7%","89.2%","8.2%","42.0%","33.6%","24.4%","16.4%","58.4%","25.2%","87.2","17.1","108.4","4.8%","33.5%","24.5%",".241",".346",".307","10323"
"Ozzie Albies","ATL","64","247","269","61","37","16","0","8","36","35","16","0","47","2","4","0","0","3","5",".247","5.9%","17.5%",".294",".409",".703",".162",".270","18.1%","37.7%","44.1%","8.9%",".305","1.1","93","45.2%","83.1%","58.1%","70.6%","86.3%","12.7%","48.0%","34.3%","17.6%","17.6%","50.0%","32.4%","87.1","16.9","106.6","5.4%","26.5%","21.9%",".239",".387",".297","16556"
"Franchy Cordero","BOS","84","242","275","53","27","17","1","8","36","29","28","1","92","1","2","2","1","4","1",".219","10.2%","33.5%",".300",".397",".697",".178",".313","22.7%","38.7%","38.7%","13.8%",".304","-0.2","92","33.2%","71.6%","48.6%","49.3%","77.6%","16.5%","41.6%","32.5%","26.0%","15.6%","46.1%","38.3%","89.7","12.7","117.9","12.3%","45.5%","31.1%",".228",".402",".313","14567"
"Nick Castellanos","PHI","136","524","558","138","98","27","0","13","56","62","29","0","130","3","2","0","15","7","1",".263","5.2%","23.3%",".305",".389",".694",".126",".326","19.9%","41.9%","38.1%","8.6%",".304","-0.7","94","43.6%","77.9%","57.0%","54.8%","83.5%","17.0%","37.4%","31.3%","31.3%","16.9%","55.3%","27.8%","87.5","14.6","110.1","6.6%","34.6%","28.0%",".250",".395",".302","11737"
"Tommy Pham","- - -","144","554","622","131","90","23","1","17","89","63","56","0","167","7","5","0","20","8","3",".236","9.0%","26.8%",".312",".374",".686",".137",".304","18.4%","48.0%","33.7%","12.9%",".304","0.6","89","25.5%","62.8%","42.0%","55.7%","87.3%","9.8%","37.5%","37.5%","25.0%","13.5%","48.2%","38.3%","92.2","7.7","112.6","7.9%","48.2%","30.6%",".238",".383",".311","2967"
"Tyler Naquin","- - -","105","310","334","71","37","19","4","11","47","46","19","2","93","4","0","1","3","4","2",".229","5.7%","27.8%",".282",".423",".705",".194",".291","21.1%","39.0%","39.9%","12.9%",".303","0.3","93","42.0%","81.1%","57.7%","64.6%","78.4%","15.9%","37.6%","36.7%","25.7%","15.6%","50.0%","34.4%","90.3","14.4","112.7","9.6%","40.8%","26.4%",".247",".433",".317","13359"
"Brandon Belt","SFG","78","254","298","54","36","9","1","8","25","23","37","2","81","6","1","0","9","1","0",".213","12.4%","27.2%",".326",".350",".676",".138",".277","22.6%","27.4%","50.0%","9.5%",".303","0.0","96","24.9%","77.9%","46.4%","54.2%","79.3%","13.3%","37.4%","33.9%","28.7%","16.1%","55.2%","28.7%","88.4","23.4","108.3","12.6%","38.5%","26.5%",".215",".412",".326","10264"
"Luis Garcia","WSN","93","360","377","99","67","23","2","7","29","45","11","1","84","1","4","1","5","3","4",".275","2.9%","22.3%",".295",".408",".704",".133",".337","22.2%","51.3%","26.5%","9.5%",".303","0.0","93","43.7%","68.0%","53.3%","66.3%","83.1%","13.5%","37.0%","38.8%","24.2%","13.2%","56.2%","30.6%","87.3","5.5","113.4","7.5%","36.7%","31.1%",".260",".409",".305","20391"
"Riley Greene","DET","93","376","418","95","68","18","4","5","46","42","36","0","120","3","3","0","8","1","4",".253","8.6%","28.7%",".321",".362",".682",".109",".354","20.1%","56.0%","23.9%","8.1%",".303","0.9","98","31.2%","65.4%","45.3%","65.3%","87.1%","9.8%","34.7%","37.5%","27.8%","16.6%","51.0%","32.4%","89.5","2.8","112.1","9.3%","45.2%","28.1%",".246",".388",".316","25976"
"Corey Dickerson","STL","97","281","297","75","51","17","1","6","28","36","12","1","48","2","2","0","4","0","0",".267","4.0%","16.2%",".300",".399",".698",".132",".301","21.3%","46.0%","32.8%","7.8%",".303","0.4","98","45.1%","77.6%","58.4%","72.0%","85.4%","12.1%","37.0%","34.0%","28.9%","19.6%","56.2%","24.3%","87.7","10.6","112.1","3.8%","32.3%","23.5%",".263",".371",".292","10762"
"Kevin Newman","PIT","78","288","309","79","57","18","2","2","31","24","16","0","48","2","1","2","6","8","2",".274","5.2%","15.5%",".316",".372",".687",".097",".322","25.9%","42.7%","31.4%","2.7%",".303","1.3","94","35.9%","64.9%","47.9%","77.6%","93.1%","6.6%","42.4%","36.6%","21.0%","17.7%","61.7%","20.6%","85.6","13.3","108.2","1.6%","27.2%","25.7%",".260",".332",".285","17696"
"Luis Gonzalez","SFG","98","311","350","79","56","17","2","4","31","36","30","1","75","4","5","0","5","10","2",".254","8.6%","21.4%",".323",".360",".683",".106",".316","17.1%","45.6%","37.3%","4.7%",".302","0.3","95","28.3%","68.0%","46.1%","61.5%","87.0%","10.0%","29.5%","35.3%","35.3%","14.9%","60.2%","24.9%","86.9","10.9","109.7","2.9%","32.0%","26.2%",".215",".306",".268","20332"
"Cavan Biggio","TOR","97","257","303","52","27","18","1","6","43","24","38","0","85","6","1","1","2","2","0",".202","12.5%","28.1%",".318",".350",".668",".148",".275","20.9%","35.5%","43.6%","8.0%",".302","1.3","97","20.7%","64.7%","40.0%","55.7%","84.3%","9.6%","46.0%","32.2%","21.8%","12.1%","60.9%","27.0%","87.9","19.6","107.6","6.9%","32.8%","29.9%",".193",".319",".288","19252"
"Ildemaro Vargas","- - -","63","209","222","55","37","13","1","4","19","23","8","0","23","3","1","1","6","3","1",".263","3.6%","10.4%",".299",".392",".691",".129",".279","20.2%","48.1%","31.7%","6.9%",".302","1.4","92","31.8%","65.5%","46.6%","82.4%","93.4%","5.0%","37.2%","40.4%","22.3%","18.6%","60.1%","21.3%","87.0","7.4","109.2","2.1%","29.3%","24.3%",".227",".305",".255","13324"
"Josh Donaldson","NYY","132","478","546","106","63","28","0","15","59","62","54","1","148","8","6","0","13","2","2",".222","9.9%","27.1%",".308",".374",".682",".153",".283","18.2%","43.2%","38.7%","11.5%",".302","1.6","97","32.7%","69.1%","47.3%","58.9%","75.5%","14.8%","46.7%","36.3%","17.0%","14.6%","52.1%","33.3%","90.7","12.0","111.7","9.8%","43.2%","30.8%",".215",".370",".299","5038"
"Aledmys Diaz","HOU","92","305","327","74","49","13","0","12","35","38","18","0","53","2","2","0","7","1","1",".243","5.5%","16.2%",".287",".403",".691",".161",".256","22.5%","40.3%","37.2%","12.8%",".301","0.6","96","36.5%","75.5%","52.4%","69.3%","86.0%","11.0%","48.8%","32.3%","18.9%","19.3%","52.0%","28.7%","86.6","12.4","112.0","6.3%","36.6%","23.6%",".261",".396",".308","15937"
"Christian Bethancourt","- - -","101","318","333","80","52","17","0","11","39","34","12","0","80","2","0","1","6","5","1",".252","3.6%","24.0%",".283",".409",".692",".157",".304","19.5%","45.3%","35.2%","13.3%",".301","1.9","101","47.4%","82.4%","62.1%","55.9%","77.5%","19.9%","42.3%","36.4%","21.3%","16.3%","51.0%","32.6%","90.1","9.4","113.4","11.7%","44.4%","29.3%",".255",".449",".318","10028"
"Keibert Ruiz","WSN","112","394","433","99","70","22","0","7","33","36","30","0","50","6","2","1","9","6","1",".251","6.9%","11.5%",".313",".360",".673",".109",".271","22.8%","40.2%","37.0%","5.5%",".299","1.7","90","36.6%","72.2%","50.9%","78.3%","92.4%","7.0%","49.6%","33.7%","16.7%","13.5%","58.8%","27.7%","88.0","14.9","109.4","3.7%","32.3%","21.2%",".277",".403",".328","19610"
"Max Kepler","MIN","115","388","446","88","60","18","1","9","54","43","49","1","66","5","4","0","7","3","2",".227","11.0%","14.8%",".318",".348",".666",".121",".249","19.9%","45.7%","34.4%","8.0%",".298","2.0","95","27.4%","71.7%","46.0%","66.3%","90.9%","8.1%","45.1%","33.1%","21.8%","15.3%","54.9%","29.8%","89.1","11.1","113.9","7.1%","39.9%","22.9%",".266",".412",".338","12144"
"Jon Berti","MIA","102","358","404","86","62","17","3","4","47","28","42","0","89","3","1","0","6","41","5",".240","10.4%","22.0%",".324",".338",".662",".098",".308","16.7%","53.0%","30.4%","4.9%",".298","2.3","93","26.3%","67.7%","44.4%","60.5%","87.5%","9.6%","32.2%","40.0%","27.8%","19.3%","54.4%","26.3%","88.0","4.7","109.1","5.9%","36.7%","27.6%",".236",".358",".306","12037"
"Chris Taylor","LAD","118","402","454","89","51","25","3","10","45","43","44","2","160","5","3","0","4","10","1",".221","9.7%","35.2%",".304",".373",".677",".152",".336","26.4%","31.0%","42.6%","9.7%",".298","1.9","93","27.3%","78.3%","49.9%","39.2%","72.2%","18.9%","44.1%","31.0%","24.9%","13.1%","53.9%","33.1%","87.4","20.4","108.5","10.2%","38.0%","31.4%",".195",".340",".277","13757"
"Jesus Sanchez","MIA","98","313","343","67","37","14","3","13","38","36","26","0","92","3","1","0","7","1","0",".214","7.6%","26.8%",".280",".403",".682",".188",".258","16.7%","46.6%","36.7%","16.0%",".298","0.9","93","36.2%","66.7%","47.8%","59.3%","85.3%","12.9%","42.8%","30.2%","27.0%","15.8%","55.0%","29.3%","89.5","11.0","114.7","9.9%","40.5%","28.3%",".226",".383",".298","19913"
"Marcell Ozuna","ATL","124","470","507","106","64","19","0","23","56","56","31","0","122","2","4","0","12","2","1",".226","6.1%","24.1%",".274",".413",".687",".187",".252","18.8%","37.8%","43.5%","15.0%",".298","-0.6","88","36.1%","69.9%","49.4%","58.2%","84.9%","13.3%","44.6%","34.4%","21.0%","16.5%","50.0%","33.5%","89.4","16.5","113.9","13.1%","43.8%","28.9%",".256",".478",".337","10324"
"LaMonte Wade Jr.","SFG","77","217","251","45","29","7","1","8","29","26","26","0","51","5","1","2","0","1","0",".207","10.4%","20.3%",".305",".359",".665",".152",".233","18.6%","31.7%","49.7%","9.6%",".298","0.2","93","27.3%","68.7%","44.2%","70.8%","90.6%","7.4%","40.8%","37.9%","21.3%","22.5%","53.8%","23.7%","87.7","21.1","109.3","9.5%","33.7%","25.2%",".221",".407",".321","18126"
"Hunter Dozier","KCR","129","462","500","109","67","26","4","12","51","41","34","0","125","3","1","0","14","4","3",".236","6.8%","25.0%",".292",".387",".679",".152",".298","20.5%","42.4%","37.1%","9.6%",".298","-1.0","90","36.3%","72.9%","50.5%","52.2%","88.0%","14.0%","43.8%","33.7%","22.5%","18.3%","53.3%","28.4%","88.5","13.1","110.7","7.7%","38.2%","27.8%",".241",".387",".301","15117"
"A.J. Pollock","CHW","138","489","527","120","79","26","1","14","61","56","32","0","98","2","4","0","13","3","1",".245","6.1%","18.6%",".292",".389",".681",".143",".278","19.0%","45.2%","35.8%","9.9%",".297","0.5","92","37.9%","76.1%","53.6%","63.6%","88.2%","11.8%","43.8%","32.9%","23.3%","17.0%","49.6%","33.4%","88.8","11.8","110.8","9.4%","42.0%","24.6%",".258",".419",".317","9256"
"Michael A. Taylor","KCR","124","414","456","105","83","10","3","9","49","43","35","0","109","2","3","2","6","4","2",".254","7.7%","23.9%",".313",".357",".670",".104",".321","17.6%","40.9%","41.5%","7.2%",".297","1.5","90","35.2%","73.9%","50.7%","56.0%","84.7%","13.8%","40.6%","33.2%","26.1%","19.0%","49.7%","31.3%","86.3","12.1","109.4","6.8%","32.3%","28.0%",".223",".358",".289","11489"
"Leody Taveras","TEX","99","314","341","82","61","14","2","5","39","34","21","0","88","2","3","1","2","11","5",".261","6.2%","25.8%",".309",".366",".675",".105",".344","21.6%","42.3%","36.0%","6.3%",".297","1.2","93","33.4%","68.4%","47.9%","57.0%","84.2%","12.9%","35.2%","37.4%","27.4%","14.3%","55.7%","30.0%","89.4","12.0","112.9","4.3%","36.1%","29.1%",".230",".322",".270","18900"
"Reese McGuire","- - -","89","249","274","67","49","14","1","3","25","22","12","0","56","3","3","6","6","1","0",".269","4.4%","20.4%",".307",".369",".677",".100",".332","22.5%","38.7%","38.7%","4.1%",".297","1.6","90","40.0%","66.2%","50.9%","68.1%","92.5%","9.5%","35.6%","36.6%","27.7%","17.3%","65.3%","17.3%","87.0","14.1","109.6","2.5%","29.1%","27.4%",".233",".326",".267","15674"
"Harold Castro","DET","120","420","443","114","84","21","2","7","37","47","17","1","79","1","2","3","5","0","1",".271","3.8%","17.8%",".300",".381",".681",".110",".318","25.7%","44.4%","29.8%","6.9%",".297","-0.4","94","42.2%","69.7%","53.6%","72.7%","89.6%","9.8%","36.4%","31.2%","32.4%","13.0%","63.3%","23.7%","87.0","11.4","107.3","6.1%","33.2%","24.5%",".275",".423",".316","14691"
"Brandon Marsh","- - -","134","424","461","104","71","18","4","11","49","52","28","1","158","3","3","3","4","10","4",".245","6.1%","34.3%",".295",".384",".679",".139",".360","24.5%","42.6%","32.8%","12.6%",".296","1.7","89","33.7%","67.0%","47.6%","60.3%","81.4%","13.0%","34.9%","38.6%","26.5%","10.3%","56.6%","33.1%","89.2","10.9","109.0","7.4%","38.2%","31.4%",".226",".372",".287","20202"
"Adam Duvall","ATL","86","287","315","61","32","16","1","12","39","36","21","0","101","5","2","0","2","0","2",".213","6.7%","32.1%",".276",".401",".677",".188",".278","18.6%","29.3%","52.1%","12.2%",".295","0.9","87","39.2%","67.6%","50.5%","62.7%","80.5%","14.0%","49.5%","31.9%","18.6%","17.0%","49.5%","33.5%","88.3","23.4","110.1","12.8%","40.4%","29.9%",".209",".395",".293","10950"
"Ke'Bryan Hayes","PIT","136","505","560","123","89","24","3","7","55","41","48","0","122","5","2","0","12","20","5",".244","8.6%","21.8%",".314",".345",".659",".101",".307","21.8%","49.4%","28.8%","6.3%",".294","3.0","88","30.0%","63.5%","43.3%","65.8%","92.1%","8.2%","27.0%","40.8%","32.2%","16.4%","53.0%","30.6%","91.0","5.2","113.0","3.9%","46.8%","27.6%",".250",".354",".303","18577"
"Whit Merrifield","- - -","139","504","550","126","86","28","1","11","70","58","38","0","85","0","8","0","11","16","5",".250","6.9%","15.5%",".298",".375",".673",".125",".276","19.7%","40.9%","39.4%","6.6%",".294","1.5","88","35.0%","71.5%","50.5%","73.8%","87.5%","9.1%","36.1%","35.1%","28.8%","15.7%","59.3%","25.1%","87.1","15.1","107.6","4.2%","30.9%","24.4%",".240",".356",".288","11281"
"Joey Bart","SFG","97","261","291","56","39","6","0","11","34","25","26","0","112","4","0","0","5","2","1",".215","8.9%","38.5%",".296",".364",".660",".149",".326","21.1%","42.9%","36.1%","20.8%",".294","0.6","90","33.5%","64.7%","46.9%","47.5%","75.4%","16.9%","55.0%","22.1%","22.8%","23.5%","43.0%","33.6%","87.3","16.3","114.3","10.1%","43.0%","35.0%",".210",".370",".296","21524"
"Ramon Laureano","OAK","94","346","383","73","42","18","0","13","49","34","25","0","104","12","0","0","6","11","6",".211","6.5%","27.2%",".287",".376",".663",".165",".262","17.8%","43.0%","39.3%","13.7%",".294","0.9","96","32.4%","65.2%","46.3%","53.4%","84.0%","13.1%","43.8%","30.2%","26.0%","14.9%","51.7%","33.5%","88.7","14.9","110.2","11.6%","38.4%","31.7%",".219",".402",".307","17128"
"Pavin Smith","ARI","75","245","277","54","36","9","0","9","24","33","28","1","67","1","3","0","2","1","0",".220","10.1%","24.2%",".300",".367",".667",".147",".262","13.8%","43.1%","43.1%","11.5%",".294","0.1","87","26.1%","58.7%","39.3%","67.4%","89.4%","7.6%","38.1%","36.5%","25.4%","22.1%","51.9%","26.0%","87.9","15.2","109.2","9.9%","35.9%","29.9%",".216",".379",".304","19892"
"Brian Anderson","MIA","98","338","383","75","50","16","1","8","43","28","37","2","101","7","1","0","7","1","0",".222","9.7%","26.4%",".311",".346",".657",".124",".291","18.5%","50.4%","31.1%","10.8%",".293","0.5","90","32.3%","76.8%","50.5%","59.7%","79.8%","14.1%","39.9%","36.1%","23.9%","15.5%","53.8%","30.7%","88.7","7.7","112.0","9.7%","42.0%","27.5%",".229",".379",".309","18289"
"Matt Reynolds","- - -","93","244","272","60","46","10","1","3","31","23","26","0","78","1","1","0","7","5","0",".246","9.6%","28.7%",".320",".332",".652",".086",".348","22.2%","50.9%","26.9%","6.7%",".293","0.4","81","26.4%","63.6%","41.5%","51.5%","86.7%","11.0%","26.9%","43.1%","29.9%","9.0%","61.7%","29.3%","90.2","5.6","106.7","3.0%","41.9%","32.9%",".215",".305",".272","13788"
"Jose Trevino","NYY","115","335","353","83","59","12","1","11","39","43","15","0","62","2","1","0","5","2","1",".248","4.2%","17.6%",".283",".388",".671",".140",".274","18.7%","39.9%","41.4%","9.7%",".293","3.7","91","41.9%","61.4%","49.7%","72.5%","88.7%","9.7%","38.3%","37.6%","24.1%","21.2%","51.8%","27.0%","87.9","13.0","109.4","5.1%","35.0%","30.2%",".239",".364",".281","16725"
"Raimel Tapia","TOR","128","411","433","109","79","20","3","7","47","52","16","0","81","0","1","3","12","8","2",".265","3.7%","18.7%",".292",".380",".672",".114",".315","19.6%","54.7%","25.7%","8.2%",".293","0.3","90","44.6%","70.5%","54.9%","72.2%","88.2%","10.8%","33.8%","36.8%","29.3%","19.8%","52.4%","27.8%","87.6","4.0","111.7","5.1%","37.5%","25.5%",".256",".366",".286","14350"
"Aaron Hicks","NYY","130","384","453","83","64","9","2","8","54","40","62","3","109","4","2","1","10","10","3",".216","13.7%","24.1%",".330",".313",".642",".096",".279","16.4%","44.4%","39.3%","7.4%",".292","1.5","90","23.7%","64.5%","40.8%","60.8%","83.8%","9.8%","47.5%","27.0%","25.5%","20.1%","51.1%","28.8%","87.9","14.8","109.6","5.8%","33.1%","29.0%",".218",".336",".303","5297"
"Nelson Cruz","WSN","124","448","507","105","79","16","0","10","50","64","49","1","119","4","3","0","16","4","0",".234","9.7%","23.5%",".313",".337",".651",".103",".295","19.3%","52.4%","28.3%","10.6%",".292","-0.8","85","35.2%","74.8%","50.7%","57.1%","80.1%","15.0%","35.2%","36.1%","28.6%","16.0%","51.8%","32.2%","90.9","7.2","113.8","9.3%","45.7%","27.7%",".241",".399",".320","2434"
"Nelson Velazquez","CHC","77","185","206","38","22","7","3","6","20","26","19","0","65","2","0","0","5","5","2",".205","9.2%","31.6%",".286",".373",".659",".168",".281","16.7%","42.5%","40.8%","12.2%",".291","0.1","87","29.3%","73.3%","47.0%","50.7%","73.2%","16.5%","43.3%","37.5%","19.2%","20.8%","45.8%","33.3%","89.2","12.3","111.2","13.3%","41.7%","30.0%",".209",".399",".305","23359"
"Darin Ruf","- - -","119","334","388","68","45","12","0","11","52","45","45","0","105","6","3","0","11","2","0",".204","11.6%","27.1%",".307",".338",".645",".135",".258","18.1%","41.4%","40.5%","11.7%",".291","-0.7","89","26.7%","58.6%","40.3%","60.1%","84.9%","9.9%","47.0%","27.2%","25.9%","19.0%","47.8%","33.2%","89.2","14.8","112.1","8.6%","40.5%","32.2%",".219",".371",".310","9929"
"Javier Baez","DET","144","555","590","132","84","27","4","17","64","67","26","1","147","6","3","0","13","9","2",".238","4.4%","24.9%",".278",".393",".671",".155",".292","16.5%","49.9%","33.6%","12.3%",".291","2.0","90","48.7%","69.1%","55.8%","55.3%","81.5%","18.6%","43.6%","31.6%","24.8%","14.6%","58.6%","26.8%","87.9","9.6","112.1","8.0%","38.0%","32.2%",".230",".378",".285","12979"
"Jorge Alfaro","SDP","82","256","274","63","42","14","0","7","25","40","11","0","98","4","3","0","5","1","0",".246","4.0%","35.8%",".285",".383",".667",".137",".364","24.2%","46.6%","29.2%","14.9%",".291","0.5","90","49.2%","82.7%","62.7%","52.2%","76.7%","21.7%","35.4%","37.3%","27.3%","15.5%","53.4%","31.1%","89.4","8.0","115.2","11.2%","38.5%","31.4%",".238",".397",".295","12180"
"Gary Sanchez","MIN","128","419","471","86","46","24","0","16","42","61","40","0","136","7","5","0","12","2","0",".205","8.5%","28.9%",".282",".377",".659",".172",".257","14.6%","43.8%","41.7%","13.3%",".290","1.3","89","32.6%","60.7%","44.0%","56.0%","84.3%","12.4%","50.0%","28.8%","21.2%","18.8%","39.9%","41.3%","90.5","14.0","115.1","13.5%","49.3%","32.3%",".220",".439",".321","11442"
"Austin Nola","SDP","110","347","397","87","68","15","0","4","40","40","34","1","60","6","9","1","5","2","1",".251","8.6%","15.1%",".321",".329",".649",".078",".284","20.6%","42.6%","36.8%","3.7%",".290","0.2","89","25.3%","64.2%","42.9%","75.7%","92.1%","5.7%","44.4%","32.3%","23.2%","17.2%","51.2%","31.6%","89.4","12.0","109.1","2.4%","39.4%","25.2%",".256",".351",".305","15941"
"Bryson Stott","PHI","127","427","466","100","69","19","2","10","58","49","36","0","89","1","1","1","3","12","4",".234","7.7%","19.1%",".295",".358",".653",".124",".274","17.6%","46.4%","36.0%","8.3%",".289","1.4","83","31.3%","61.9%","44.8%","78.4%","89.4%","6.7%","35.9%","32.4%","31.8%","17.9%","54.7%","27.4%","88.1","13.1","108.4","4.4%","36.2%","27.0%",".237",".340",".284","26294"
"Brandon Crawford","SFG","118","407","458","94","68","15","2","9","50","52","39","3","98","8","4","0","12","1","1",".231","8.5%","21.4%",".308",".344",".652",".113",".280","17.7%","46.6%","35.7%","8.1%",".289","2.0","87","30.4%","77.8%","50.6%","53.3%","78.9%","15.1%","38.0%","38.0%","24.0%","18.2%","55.9%","25.9%","88.1","12.3","109.0","6.7%","34.5%","26.8%",".217",".339",".287","5343"
"Victor Caratini","MIL","96","272","314","54","33","12","0","9","26","34","31","1","67","9","1","1","11","0","0",".199","9.9%","21.3%",".300",".342",".642",".143",".228","18.4%","50.5%","31.1%","14.1%",".289","1.2","84","26.0%","63.4%","42.3%","62.3%","91.3%","7.9%","36.7%","35.7%","27.5%","19.3%","44.9%","35.7%","89.4","6.6","112.8","6.3%","43.5%","27.4%",".233",".350",".309","14968"
"Joey Wendle","MIA","101","347","371","90","62","24","1","3","27","32","15","0","50","5","3","1","7","12","3",".259","4.0%","13.5%",".297",".360",".658",".101",".293","16.8%","55.0%","28.2%","3.6%",".289","1.2","87","43.1%","65.7%","52.6%","75.0%","92.9%","8.2%","35.9%","33.2%","30.9%","17.3%","56.5%","26.2%","87.5","3.0","107.6","1.7%","36.2%","25.9%",".250",".331",".276","13853"
"Jesus Aguilar","- - -","129","464","507","109","74","19","0","16","39","51","28","1","119","4","5","0","8","1","0",".235","5.5%","23.5%",".281",".379",".661",".144",".278","24.0%","30.9%","45.1%","10.1%",".288","-0.4","86","38.9%","65.7%","49.2%","64.5%","84.7%","12.4%","37.1%","38.0%","24.9%","18.3%","52.0%","29.7%","87.8","18.9","108.1","6.7%","35.4%","29.7%",".240",".393",".298","11342"
"Tony Kemp","OAK","147","497","558","117","84","24","2","7","61","46","45","0","69","8","3","5","5","11","1",".235","8.1%","12.4%",".307",".334",".641",".099",".259","20.2%","41.0%","38.8%","4.3%",".287","1.5","91","33.0%","68.2%","48.4%","79.7%","93.6%","5.7%","42.9%","34.6%","22.5%","16.7%","64.0%","19.3%","84.4","15.0","103.2","1.6%","14.9%","22.5%",".219",".291",".267","14894"
"Ryan Jeffers","MIN","67","212","236","44","26","10","1","7","25","27","23","0","62","0","0","1","6","0","0",".208","9.7%","26.3%",".285",".363",".648",".156",".259","18.9%","35.1%","45.9%","10.3%",".287","0.9","87","29.0%","68.8%","46.1%","68.8%","85.7%","9.4%","43.0%","31.1%","25.8%","17.9%","51.0%","31.1%","88.2","18.2","113.2","13.2%","42.4%","27.3%",".218",".424",".315","24618"
